	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000091664	0.046661526	1.201798366	23.51538402	0.497178008	0.3059309	4.317460317	2.752808989	SLC17A6
ENSG00000198890	0.25577607	4.021045968	11.57089555	0.496634758	0.1026333	17.07936508	1.741573034	PRMT6
ENSG00000213977	0.427059909	6.073061931	8.276110397	0.490224774	52.01331	24.98412698	2.280898876	TAX1BP3
ENSG00000182446	0.619401121	7.904034921	4.869009339	0.512504288	73.21075	24.98412698	1.370786517	NPLOC4
ENSG00000259120	0.204629392	3.481580024	13.20542376	0.494663037	0.805346	14.95238095	2.06741573	SMIM6
ENSG00000184313	0.309792712	4.759791895	10.43112996	0.500584376	35.304367	24.98412698	2.97752809	MROH7
ENSG00000110497	0.412375913	6.09733945	8.700779011	0.508008638	27.267525	25	2.247191011	AMBRA1
ENSG00000153015	0.579596076	7.612748746	5.562448315	0.500816114	33.41866	25	1.303370787	CWC27
ENSG00000167778	0.633999715	8.175834357	4.806641299	0.49693972	77.23792	25	1.359550562	SPRYD3
ENSG00000131373	0.514069201	7.040752598	6.570508727	0.500451495	37.61815	25	1.876404494	HACL1
ENSG00000230594	0.018144782	0.484449438	26.71643787	0.490090016	0.008704522	0.714285714	2.97752809	CT47A4
ENSG00000144567	0.433947498	6.369334065	8.171447189	0.503487169	77.99149	25	2.191011236	RETREG2
ENSG00000084070	0.418216082	6.025318929	8.365295587	0.502703924	47.79513	25	2.382022472	SMAP2
ENSG00000107099	0.390563456	5.629953324	9.009942007	0.506093496	46.898846	25	2.325842697	DOCK8
ENSG00000158769	0.377251581	5.31676304	8.792018036	0.509411298	2.7548718	21.03174603	1.865168539	F11R
ENSG00000244067	0.218819671	3.529020197	12.56796302	0.505830445	52.938747	19.36507937	2.651685393	GSTA2
ENSG00000090863	0.720144521	9.243838634	3.626549827	0.502305824	173.74489	25	1	GLG1
ENSG00000237763	0.296823768	4.754778285	10.99606266	0.488453412	109.82396	24.96825397	2.966292135	AMY1A
ENSG00000126768	0.519707476	7.152268857	6.579901971	0.500747987	46.863903	24.98412698	1.719101124	TIMM17B
ENSG00000142871	0.661262165	8.887698706	4.590774728	0.504816973	203.71793	25	1.494382022	CYR61
ENSG00000153814	0.428443763	6.06436745	8.027320522	0.503535569	6.959338	24.96825397	1.741573034	JAZF1
ENSG00000084090	0.592447907	7.976687097	5.567349636	0.502661308	53.148514	25	1.483146067	STARD7
ENSG00000122692	0.522197136	7.395828968	6.755097995	0.502539176	59.028393	25	1.887640449	SMU1
ENSG00000129667	0.438670195	6.424664271	8.233892149	0.508025377	35.24371	24.98412698	1.808988764	RHBDF2
ENSG00000182518	0.612883244	7.485392769	4.744204113	0.489585452	6.0062413	24.98412698	1.02247191	FAM104B
ENSG00000276231	0.537955439	6.852574607	5.813683738	0.499934842	3.75606	24.9047619	1.258426966	PIK3R6
ENSG00000159723	0.087572109	1.907012622	19.56739505	0.493693837	0.77164155	10.84126984	2.808988764	AGRP
ENSG00000149564	0.598003031	8.208636835	5.425959593	0.503049547	80.498505	25	1.629213483	ESAM
ENSG00000180745	0.094003971	1.989970513	18.97765386	0.495692973	2.3176298	10.52380952	2.764044944	CLRN3
ENSG00000170465	0.27007033	4.251936476	11.23927905	0.498316107	202.5069	22.74603175	2.528089888	KRT6C
ENSG00000131914	0.027062046	0.760836722	26.62767728	0.499145207	0.051868007	1.19047619	2.741573034	LIN28A
ENSG00000164237	0.381908354	5.514175161	9.203842054	0.500728727	26.315	24.96825397	2.460674157	CMBL
ENSG00000103365	0.592500686	8.086581689	5.616524724	0.486885755	136.78714	25	1.685393258	GGA2
ENSG00000113391	0.600455379	7.59071024	5.095050305	0.505667555	8.893301	24.98412698	1.292134831	FAM172A
ENSG00000172349	0.353510116	5.235727203	9.554124401	0.493850597	23.094496	24.98412698	2.775280899	IL16
ENSG00000170270	0.57445428	6.865713665	5.138495903	0.4980787	1.5358377	24.96825397	1.213483146	GON7
ENSG00000109929	0.407601709	5.935619039	8.446050573	0.487327132	20.377714	25	2.168539326	SC5D
ENSG00000128482	0.302935894	4.640554994	10.78612339	0.507989004	12.966285	24.9047619	2.584269663	RNF112
ENSG00000149823	0.795800773	9.535916697	2.43941179	0.502516281	130.80193	25	0.91011236	VPS51
ENSG00000163319	0.470338585	6.738923471	7.597368802	0.502922025	39.012177	25	2	MRPS18C
ENSG00000109079	0.336340767	5.188389393	10.06414724	0.497935988	24.546965	24.98412698	2.786516854	TNFAIP1
ENSG00000166073	0.457682358	6.115559079	7.176423895	0.516273426	1.1705928	23.96825397	1.370786517	GPR176
ENSG00000130035	0.256478001	4.0756494	11.70639947	0.494589525	1.7592559	22.85714286	2.584269663	GALNT8
ENSG00000111796	0.468448394	6.355726595	7.304114727	0.512109919	4.7615685	23.63492063	1.483146067	KLRB1
ENSG00000172716	0.400078917	5.718663594	8.73781174	0.502972428	11.601327	24.92063492	2.224719101	SLFN11
ENSG00000188493	0.421347986	5.998780929	8.227916063	0.503346352	26.265991	25	2.337078652	C19orf54
ENSG00000118200	0.714973945	8.672273391	3.398714104	0.517362453	24.481476	24.95238095	1	CAMSAP2
ENSG00000116212	0.431461574	6.282572274	8.299648196	0.49212747	23.763838	25	2.134831461	LRRC42
ENSG00000105520	0.577652776	7.730362023	5.827291201	0.50599913	38.76921	24.98412698	1.179775281	PLPPR2
ENSG00000121743	0.0371121	0.988982435	25.15659575	0.502058378	0.01964871	4.698412698	2.966292135	GJA3
ENSG00000134962	0.270838435	4.143039744	11.19531314	0.50006209	0.65838563	12.50793651	1.494382022	KLB
ENSG00000149599	0.273040259	4.424145911	11.82858586	0.509762252	12.463663	24.74603175	2.93258427	DUSP15
ENSG00000168268	0.547316167	7.688818295	6.192617633	0.50429925	92.861946	25	1.674157303	NT5DC2
ENSG00000155660	0.64348923	8.529337524	4.67652344	0.508575053	107.69179	25	1.112359551	PDIA4
ENSG00000138658	0.393466582	5.628967107	8.779461061	0.494294188	6.4185667	24.98412698	2.235955056	ZGRF1
ENSG00000180801	0.31815158	4.734654336	10.05038182	0.489117807	1.3994381	23.14285714	2.078651685	ARSJ
ENSG00000179021	0.418362265	5.727610393	8.245689353	0.497363782	2.4251409	24.98412698	2.04494382	C3orf38
ENSG00000117009	0.215697123	3.598400577	12.54086168	0.492232208	5.920741	21.96825397	2.831460674	KMO
ENSG00000164366	0.521249844	6.757723715	6.291984647	0.496036224	3.6716163	25	1.415730337	CCDC127
ENSG00000138621	0.546820378	7.008479467	5.732642134	0.49589786	6.4788737	25	1.235955056	PPCDC
ENSG00000152492	0.480754307	6.704198725	7.239472456	0.504579335	68.42008	25	1.97752809	CCDC50
ENSG00000188716	0.069779912	1.577339797	21.06954977	0.497432649	0.14198929	3.603174603	2.449438202	DUPD1
ENSG00000173933	0.576104	7.50121059	5.346014982	0.494812753	16.652008	25	1.314606742	RBM4
ENSG00000134970	0.458316892	6.433179682	7.500933645	0.49603642	8.181752	25	1.707865169	TMED7
ENSG00000176809	0.305090872	4.556751997	10.68981506	0.508133684	12.999488	24.98412698	2.93258427	LRRC37A3
ENSG00000264522	0.548464314	7.357680778	5.972649109	0.499498182	12.580224	25	1.382022472	OTUD7B
ENSG00000095739	0.325537379	4.786311693	10.10244014	0.498747142	4.8764215	24.96825397	2.202247191	BAMBI
ENSG00000153989	0.3619796	5.340088907	9.553603264	0.513736307	12.091333	25	2.550561798	NUS1
ENSG00000164494	0.441444428	6.324873847	7.776660394	0.495727621	6.8765435	25	1.775280899	PDSS2
ENSG00000065621	0.447854471	6.061886368	7.594986229	0.497019029	9.905966	24.93650794	1.876404494	GSTO2
ENSG00000151806	0.640913436	8.006194755	4.557736953	0.509247823	18.842236	25	1.213483146	GUF1
ENSG00000124232	0.082474299	1.796439486	19.99753912	0.490837118	4.2906384	11.53968254	2.97752809	RBPJL
ENSG00000131503	0.622814644	7.799357803	4.715945407	0.491340761	15.590283	25	1.06741573	ANKHD1
ENSG00000137200	0.512498294	7.318941818	6.999287511	0.504781365	84.779785	25	1.921348315	CMTR1
ENSG00000125827	0.596819061	7.939066821	5.281194586	0.510185038	22.29059	24.96825397	1.258426966	TMX4
ENSG00000145779	0.319850999	4.637470982	10.24722155	0.496360251	1.762593	23.06349206	2.426966292	TNFAIP8
ENSG00000165995	0.361775191	5.392367135	9.351426779	0.497804343	9.232907	24.6984127	2.280898876	CACNB2
ENSG00000167107	0.484744408	6.802197887	7.374318583	0.497452386	106.649734	24.98412698	2.033707865	ACSF2
ENSG00000033327	0.670490082	7.890906662	3.901344129	0.497570707	17.755888	24.98412698	1.157303371	GAB2
ENSG00000154719	0.500377634	6.965191035	6.939460235	0.503916459	35.757164	24.98412698	1.95505618	MRPL39
ENSG00000131781	0.311612149	4.69758997	10.26789048	0.502330056	17.860071	24.95238095	2.640449438	FMO5
ENSG00000101441	0.052598346	1.208308808	22.86628634	0.504983552	4.2876263	6.317460317	2.966292135	CST4
ENSG00000166189	0.074492486	1.693730684	21.25188377	0.493260776	0.000461365	0.063492063	2.157303371	HPS6
ENSG00000101255	0.336332729	4.942446852	9.907973974	0.50061205	4.2885313	24.95238095	2.292134831	TRIB3
ENSG00000101986	0.357300804	5.475555723	9.759872714	0.492494243	16.711016	24.98412698	2.370786517	ABCD1
ENSG00000111181	0.315301885	4.945371159	10.54383359	0.491237803	16.81431	24.6031746	2.539325843	SLC6A12
ENSG00000151748	0.441907361	6.530346324	8.183114367	0.513039681	23.96584	24.98412698	2.123595506	SAV1
ENSG00000151338	0.456783671	6.386558032	7.523600366	0.494932586	5.9410806	24.77777778	1.685393258	MIPOL1
ENSG00000134333	0.679801793	8.982242936	4.24292843	0.497725013	412.56445	25	1.494382022	LDHA
ENSG00000198382	0.317485667	4.94899209	10.4002444	0.511604086	20.192354	25	2.730337079	UVRAG
ENSG00000143520	0.055834305	1.339027586	22.21303009	0.507174195	54.745277	7.285714286	2.97752809	FLG2
ENSG00000071539	0.264494055	4.214169	11.4220029	0.521047535	3.9566982	24.84126984	2.898876404	TRIP13
ENSG00000104325	0.57582778	8.006947133	6.016252846	0.501456152	131.47017	25	1.561797753	DECR1
ENSG00000127528	0.605425195	7.856409047	5.019745067	0.498413263	30.945559	24.98412698	1.292134831	KLF2
ENSG00000178199	0.213079933	3.538077334	12.76965537	0.508231883	0.5552732	19.82539683	2.280898876	ZC3H12D
ENSG00000156787	0.444582779	6.191700491	7.878507001	0.507343877	7.370417	25	1.853932584	TBC1D31
ENSG00000172216	0.390765236	5.320695256	8.643012232	0.495924011	0.98047006	20.01587302	1.438202247	CEBPB
ENSG00000196470	0.501864037	6.511127876	6.523273741	0.492721687	2.042207	24.9047619	1.438202247	SIAH1
ENSG00000189241	0.224303365	3.693310579	12.61416994	0.495695522	0.06282676	5.571428571	1.134831461	TSPYL1
ENSG00000092054	0.260249162	4.082782683	11.62203664	0.504651482	671.46594	22.49206349	2.93258427	MYH7
ENSG00000146540	0.642813527	8.377728941	4.612483937	0.499163253	35.000988	25	1.235955056	C7orf50
ENSG00000129625	0.648240505	8.423714823	4.646570069	0.491535847	93.66803	25	1.292134831	REEP5
ENSG00000124145	0.630148899	8.398241452	4.736333626	0.499699339	68.98877	24.98412698	1.202247191	SDC4
ENSG00000179913	0.129710216	2.403883478	15.91177739	0.511053025	1.7104663	12.84126984	2.662921348	B3GNT3
ENSG00000108849	0.04385161	1.138593946	24.2786711	0.50660262	0.27543423	5.412698413	2.95505618	PPY
ENSG00000127419	0.593490746	7.844394028	5.417674717	0.504080677	65.0203	25	1.584269663	TMEM175
ENSG00000160746	0.540174099	7.534328681	6.335558202	0.498445111	38.267838	25	1.449438202	ANO10
ENSG00000178467	0.622049204	8.050326162	4.938140159	0.504567709	64.1544	25	1.348314607	P4HTM
ENSG00000196323	0.774304989	8.32590933	2.506649498	0.49152616	17.037924	25	0.314606742	ZBTB44
ENSG00000160051	0.35565741	5.116659755	9.332833382	0.504643162	1.2352002	24.74603175	2.056179775	IQCC
ENSG00000172817	0.666082655	7.359656362	3.601899285	0.493942195	2.8354695	24.71428571	0.685393258	CYP7B1
ENSG00000067533	0.586119153	7.394329643	5.2276629	0.49693599	8.2427635	25	1.202247191	RRP15
ENSG00000152990	0.366590015	5.55609872	9.498668644	0.496206808	28.710363	24.96825397	2.415730337	ADGRA3
ENSG00000107404	0.675237345	8.771213095	4.277590315	0.497106729	115.32558	25	1.011235955	DVL1
ENSG00000171954	0.217816295	3.546990078	12.61307168	0.501172145	16.313889	20.23809524	2.685393258	CYP4F22
ENSG00000147439	0.452768497	6.587477986	7.672880199	0.498281882	29.968143	25	2.213483146	BIN3
ENSG00000109133	0.467938599	6.757166172	7.520602499	0.497784104	19.09954	25	1.988764045	TMEM33
ENSG00000213593	0.464488653	6.663131831	7.730966307	0.49535416	74.04427	25	2.202247191	TMX2
ENSG00000016391	0.359579663	5.335473537	9.507616962	0.497952027	10.1788645	24.82539683	2.438202247	CHDH
ENSG00000011007	0.545738983	7.433790836	6.159750768	0.506597659	28.000853	25	1.483146067	ELOA
ENSG00000254505	0.537226983	6.953368396	5.968252122	0.503353409	2.267369	24.98412698	1.505617978	CHMP4A
ENSG00000171566	0.698643539	8.650074819	3.786878675	0.494957213	69.19146	25	0.831460674	PLRG1
ENSG00000165757	0.414149536	5.903236162	8.474606283	0.492416534	15.699751	24.44444444	2.02247191	JCAD
ENSG00000125378	0.279666391	4.442757762	11.38074446	0.507384273	4.694328	24.53968254	2.764044944	BMP4
ENSG00000121101	0.232708369	3.809967734	12.62464646	0.499365223	2.5726602	24.26984127	2.97752809	TEX14
ENSG00000130829	0.098332245	2.03087981	18.55679227	0.504619364	1.6863656	13.53968254	2.921348315	DUSP9
ENSG00000164056	0.484143279	6.451430583	7.050823599	0.49065525	9.323657	24.71428571	1.561797753	SPRY1
ENSG00000014919	0.481893987	6.723030155	7.287692151	0.501327693	14.657204	25	1.921348315	COX15
ENSG00000122557	0.539942818	7.104575452	6.146582002	0.50105615	21.942568	25	1.539325843	HERPUD2
ENSG00000169359	0.45942534	6.504901357	7.670632121	0.497700493	15.385546	25	1.97752809	SLC33A1
ENSG00000205808	0.12174349	2.460605946	17.64449276	0.495590975	0.011866027	2.444444444	1.831460674	PLPP6
ENSG00000175806	0.412200245	6.09609954	8.64068312	0.504787757	23.417515	25	2.269662921	MSRA
ENSG00000058799	0.375137237	5.706416623	9.31327811	0.502391962	37.582546	25	2.707865169	YIPF1
ENSG00000132792	0.570904352	7.782328932	5.760099043	0.495732203	68.537254	24.98412698	1.696629213	CTNNBL1
ENSG00000163794	0.500494956	6.348345307	6.392586048	0.493911277	0.5363013	23.3968254	1.258426966	UCN
ENSG00000103502	0.477565252	6.823685199	7.631373649	0.49133718	101.57267	25	2.101123596	CDIPT
ENSG00000113119	0.622917087	7.968107403	4.881232012	0.49913864	20.768442	25	1.224719101	TMCO6
ENSG00000144591	0.427811204	6.215115671	8.46357285	0.514662204	65.060234	25	2.550561798	GMPPA
ENSG00000068885	0.510805532	6.866400629	6.550692423	0.511653845	8.118247	24.96825397	1.280898876	IFT80
ENSG00000204611	0.595224091	7.051064411	4.691263697	0.493641347	1.2059788	24.74603175	0.808988764	ZNF616
ENSG00000270765	0.090751638	1.995716269	19.23246577	0.489381212	0.27211955	12.34920635	2.898876404	GAS2L2
ENSG00000182240	0.361809813	5.272981969	9.48824139	0.497863014	35.820038	24.98412698	2.651685393	BACE2
ENSG00000003400	0.353175715	5.352869536	9.665709698	0.486378283	6.101912	24.96825397	2.224719101	CASP10
ENSG00000118518	0.492320376	6.776521065	7.01071578	0.507710845	13.065121	24.98412698	1.730337079	RNF146
ENSG00000175463	0.324862046	4.958295993	10.22373569	0.504096711	14.699166	24.84126984	2.696629213	TBC1D10C
ENSG00000176788	0.368113694	5.20673998	9.143481029	0.50158247	6.957817	24.88888889	2.168539326	BASP1
ENSG00000130005	0.351125555	5.351271897	9.785622233	0.498607799	51.135128	25	2.730337079	GAMT
ENSG00000133805	0.385129923	5.734473189	9.023353224	0.500857721	14.938531	24.96825397	2.370786517	AMPD3
ENSG00000188312	0.453389877	6.286217183	7.514709638	0.50542114	3.236417	24.98412698	1.707865169	CENPP
ENSG00000165233	0.711440973	8.739994671	3.576074689	0.497545588	42.91182	25	0.820224719	CARD19
ENSG00000105983	0.561108369	7.610244589	5.963000424	0.486905727	29.51522	25	1.528089888	LMBR1
ENSG00000120686	0.642628718	8.162198318	4.47939697	0.494063836	23.213629	25	1.033707865	UFM1
ENSG00000124357	0.468534243	6.844638358	7.676841542	0.49189033	111.599266	25	2.191011236	NAGK
ENSG00000074696	0.53984252	7.311835448	6.16978512	0.49453944	36.794323	25	1.573033708	HACD3
ENSG00000106006	0.429415114	5.472947332	7.413498356	0.499758267	0.66308004	14.96825397	1.033707865	HOXA6
ENSG00000171612	0.414826049	5.968616051	8.409312298	0.501333259	16.111797	25	2.06741573	SLC25A33
ENSG00000100722	0.560063843	7.538554568	6.052019908	0.503410929	74.958336	25	1.730337079	ZC3H14
ENSG00000105755	0.479238124	6.93966084	7.449657721	0.502631285	65.6883	24.98412698	1.820224719	ETHE1
ENSG00000073921	0.681747002	9.236047626	4.234436514	0.495039601	203.58337	25	1.08988764	PICALM
ENSG00000132963	0.698838975	8.843476453	3.819218557	0.497167969	133.42732	25	1.191011236	POMP
ENSG00000168434	0.571930076	7.758393481	5.749014005	0.490755046	37.41932	25	1.460674157	COG7
ENSG00000019582	0.51820067	7.62235764	6.972621248	0.500310417	1271.1393	25	2.224719101	CD74
ENSG00000132819	0.631139788	7.673384788	4.524907133	0.499758221	13.746338	24.98412698	1.06741573	RBM38
ENSG00000162636	0.441080617	6.10190404	7.535495125	0.497294332	5.125679	24.9047619	1.764044944	FAM102B
ENSG00000151422	0.538467405	7.107609414	5.968122259	0.49818561	7.5229363	25	1.370786517	FER
ENSG00000164331	0.49894119	6.895690895	6.893716627	0.498000921	26.401726	25	1.91011236	ANKRA2
ENSG00000135315	0.567022057	7.225606449	5.577658355	0.491163121	13.527416	25	1.460674157	CEP162
ENSG00000068400	0.596860837	8.118853547	5.566203869	0.503624302	144.85674	24.98412698	1.640449438	GRIPAP1
ENSG00000067900	0.600871255	8.352793555	5.443858443	0.499685714	90.80314	24.98412698	1.303370787	ROCK1
ENSG00000128833	0.541008231	7.346953556	6.088584296	0.498124021	48.873787	24.95238095	1.775280899	MYO5C
ENSG00000214753	0.638954121	8.792142527	4.984427504	0.496182688	193.98068	25	1.561797753	HNRNPUL2
ENSG00000110987	0.39226894	5.815114149	8.761429123	0.481236171	5.916542	24.96825397	2.02247191	BCL7A
ENSG00000158691	0.407144514	5.8807259	8.533200098	0.48790966	1.7567837	24.87301587	1.674157303	ZSCAN12
ENSG00000184787	0.520536764	7.071208221	6.597438429	0.496293754	33.341896	24.98412698	1.764044944	UBE2G2
ENSG00000143546	0.364865991	5.456109181	9.316832537	0.48920066	241.81209	24.98412698	2.606741573	S100A8
ENSG00000144580	0.459506189	6.534840717	7.644814661	0.496361946	22.276112	25	2.011235955	CNOT9
ENSG00000110079	0.333163923	5.164132352	10.00069455	0.505280949	17.624191	24.93650794	2.617977528	MS4A4A
ENSG00000171310	0.394055594	5.590366451	8.627741373	0.495454259	1.9028724	24.73015873	1.887640449	CHST11
ENSG00000153064	0.298120696	4.541346003	10.59458572	0.500399884	9.916454	24.73015873	2.752808989	BANK1
ENSG00000154478	0.031505862	0.792873482	25.4526268	0.488169513	0.04045817	3.206349206	2.97752809	GPR26
ENSG00000177868	0.469883392	6.431569218	7.26632007	0.492935234	11.163084	25	1.662921348	SVBP
ENSG00000108468	0.713809231	8.319301435	3.298928735	0.508683663	20.69777	24.98412698	0.674157303	CBX1
ENSG00000114841	0.414598914	6.089954997	8.453751843	0.498961034	48.26451	25	2.08988764	DNAH1
ENSG00000148400	0.600363905	8.012022094	5.280336162	0.494972106	59.218754	25	1.528089888	NOTCH1
ENSG00000163605	0.717176486	8.228032458	3.313483204	0.503498055	16.60012	24.98412698	0.966292135	PPP4R2
ENSG00000111052	0.263481942	4.170480679	11.63623474	0.510373482	4.0214844	24.80952381	2.775280899	LIN7A
ENSG00000143442	0.707854041	8.581260015	3.525764435	0.502215095	64.70752	25	0.820224719	POGZ
ENSG00000101638	0.175188825	3.019445507	14.34975326	0.499440406	1.8875849	19.47619048	2.741573034	ST8SIA5
ENSG00000095203	0.501733226	6.717562827	6.739054696	0.491328365	46.745693	24.88888889	1.853932584	EPB41L4B
ENSG00000046651	0.572408852	7.729677959	5.847971774	0.501063707	66.91874	24.98412698	1.662921348	OFD1
ENSG00000099940	0.462150668	6.607767781	7.691981158	0.503884995	16.533346	24.98412698	2.02247191	SNAP29
ENSG00000109323	0.42812977	6.23718902	8.196967813	0.498611277	27.957878	25	2.235955056	MANBA
